,Cost Center,Employee ID,Payroll Code,Hiring Period,FT-PT Status
56815,QCU,X477671,ATW,JUL,PT
56816,CLD,X206113,ATW,JUL,PT
56817,AOO,B452211,ATW,FEB,PT
56818,AHS,O320339,ATW,MAY,PT
56819,ULO,T658309,BTW,NOV,PT
56820,ESO,D513098,BTW,FEB,PT
56821,NLG,F898516,ATW,JUL,PT
56822,DHU,N895390,BTW,DEC,PT
56823,ULO,I360868,BTW,NOV,FT
56824,AOO,P735598,ATW,JAN,PT
56825,AOO,B503083,BTW,AUG,PT
56826,CLD,F077625,ATW,SEP,FT
56827,CLD,T280380,BTW,NOV,PT
56828,DHU,H263752,ATW,JUN,FT
56829,DHU,H672672,BTW,MAR,PT
56830,GDP,F242067,BTW,MAY,FT
56831,AHS,T883781,BTW,OCT,FT
56832,OZG,E395840,BTW,SEP,PT
56833,DOI,Y619856,BTW,OCT,PT
56834,AOO,F626674,ATW,MAR,FT
56835,DOI,L244728,ADM,MAY,PT
56836,LNX,E719878,ATW,JUL,PT
56837,LNX,F304283,ATW,SEP,PT
56838,QCU,Y514870,BTW,FEB,PT
56839,DHU,S700151,ATW,MAY,PT
56840,BJZ,C593561,BTW,FEB,PT
56841,DOI,V924174,BTW,SEP,FT
56842,QCU,I022439,BTW,NOV,FT
56843,NLG,A157899,ATW,APR,PT
56844,BJZ,W684612,BTW,JUN,PT
56845,ESX,Q145397,ATW,JUN,PT
56846,AHS,W570570,ATW,SEP,PT
56847,YTE,P434981,BTW,DEC,PT
56848,CLD,W606597,ATW,MAY,FT
56849,YTE,J977226,BTW,OCT,PT
56850,NLG,U740730,ATW,APR,PT
56851,ESO,F427277,ATW,NOV,PT
56852,CLD,J490446,ADM,APR,PT
56853,ESO,X649208,BTW,OCT,PT
56854,ESO,Y377189,ATW,NOV,PT
56855,AOO,C641508,BTW,AUG,FT
56856,ULO,L266870,ADM,FEB,PT
56857,NLG,G460433,ATW,JAN,PT
56858,ULO,C270357,ATW,SEP,PT
56859,OZG,I021188,ATW,APR,PT
56860,ESO,E392539,BTW,SEP,FT
56861,LNX,J247625,BTW,NOV,PT
56862,QCU,S980642,BTW,JUL,FT
56863,GDP,D766549,ATW,SEP,PT
56864,ACJ,H879337,ADM,OCT,PT
56865,ESX,K003893,BTW,SEP,PT
56866,ESX,S081227,ADM,AUG,PT
56867,AOO,S231022,BTW,MAR,PT
56868,CLD,T444325,ATW,MAY,PT
56869,LNX,J200794,ATW,SEP,PT
56870,ULO,R687388,BTW,MAY,PT
56871,LNX,F025375,ATW,MAR,PT
56872,DOI,K588392,ATW,JUL,PT
56873,BJZ,N898443,ATW,JUN,PT
56874,CLD,E292281,BTW,DEC,PT
56875,BJZ,J890171,ADM,JUN,FT
56876,AOO,R358448,ADM,APR,PT
56877,YTE,Q750955,BTW,SEP,PT
56878,ULO,S306538,BTW,JAN,PT
56879,QCU,N025198,ATW,MAY,FT
56880,ACJ,L358501,ATW,MAY,PT
56881,ESO,U129725,BTW,APR,PT
56882,CLD,Q596722,ATW,MAY,PT
56883,CLD,C399021,ATW,MAR,PT
56884,DHU,E682408,BTW,JAN,PT
56885,ESO,Y604394,BTW,JAN,PT
56886,DOI,E108556,BTW,MAY,PT
56887,ULO,A771591,ATW,JUL,PT
56888,DHU,W156765,ATW,JAN,PT
56889,ESX,P231971,BTW,MAR,FT
56890,BJZ,O309619,ATW,JUL,FT
56891,ACJ,W643596,BTW,NOV,FT
56892,YTE,L293584,ATW,AUG,FT
56893,CLD,F966629,BTW,MAY,FT
56894,GDP,F610659,ATW,JAN,PT
56895,LNX,P908560,BTW,JUN,FT
56896,DOI,G645224,ATW,JUL,PT
56897,DOI,Y712753,ATW,AUG,FT
56898,NLG,O651482,BTW,APR,PT
56899,NLG,U893517,ATW,APR,FT
56900,ESO,F585882,BTW,FEB,FT
56901,ULO,L549367,BTW,APR,PT
56902,NLG,Q865761,ATW,OCT,FT
56903,AHS,Q733805,BTW,JAN,FT
56904,ULO,R582357,BTW,OCT,PT
56905,DOI,Q269487,ATW,MAY,PT
56906,DOI,D381558,BTW,JUN,PT
56907,AHS,Z423094,ATW,OCT,FT
56908,ULO,C776975,ATW,NOV,PT
56909,QCU,D790069,ATW,MAY,FT
56910,YTE,H296678,BTW,MAY,FT
56911,ACJ,I745160,BTW,JUL,PT
56912,LNX,J720161,ADM,JUN,PT
56913,AOO,S192118,ATW,FEB,FT
56914,ESO,N171037,BTW,JAN,FT
56915,NLG,N604510,ATW,NOV,FT
56916,CLD,F313141,ATW,OCT,FT
56917,ACJ,C731458,ATW,MAY,PT
56918,BJZ,I297471,ATW,DEC,PT
56919,BJZ,U013704,ADM,AUG,PT
56920,QCU,P104107,ATW,DEC,PT
56921,BJZ,Q893178,BTW,JUN,PT
56922,DHU,Z327197,BTW,JUL,PT
56923,AHS,K684268,ATW,APR,PT
56924,ESO,A717097,ATW,APR,PT
56925,LNX,E351379,BTW,JAN,PT
56926,DOI,F846404,ATW,OCT,PT
56927,ACJ,Q534220,ATW,MAR,PT
56928,BJZ,A737245,BTW,FEB,PT
56929,ESX,E985271,BTW,SEP,FT
56930,DHU,B918548,BTW,MAY,FT
56931,ULO,U532073,BTW,JUL,PT
56932,NLG,O269172,ATW,SEP,PT
56933,AOO,P470606,ADM,SEP,PT
56934,AOO,B529746,ADM,OCT,FT
56935,YTE,G166026,ATW,AUG,PT
56936,CLD,A988112,ATW,MAR,PT
56937,NLG,O052382,BTW,OCT,FT
56938,NLG,U028008,BTW,MAY,PT
56939,AHS,R302091,ATW,SEP,PT
56940,ESO,Q495788,BTW,OCT,PT
56941,ESX,V702530,ATW,APR,FT
56942,OZG,P725773,BTW,MAR,FT
56943,ACJ,P372826,BTW,JAN,PT
56944,ACJ,N168145,BTW,JUN,PT
56945,LNX,R783052,ATW,APR,PT
56946,YTE,N404503,ATW,SEP,PT
56947,CLD,H420123,BTW,JUL,PT
56948,BJZ,Z697039,ATW,JAN,PT
56949,DHU,R653244,ATW,MAR,FT
56950,ULO,Z140582,BTW,MAR,PT
56951,ULO,E303358,BTW,FEB,PT
56952,CLD,Y215367,ATW,MAY,PT
56953,DOI,L370918,BTW,NOV,FT
56954,ULO,P985107,BTW,AUG,FT
56955,DOI,Y588851,ATW,MAR,PT
56956,DOI,E823134,ATW,AUG,PT
56957,DOI,X880912,BTW,JUN,PT
56958,OZG,U559888,BTW,NOV,PT
56959,ESX,B028856,BTW,AUG,PT
56960,ULO,B098358,ATW,MAR,PT
56961,ESO,V537907,ATW,MAY,PT
56962,AHS,J683356,BTW,NOV,PT
56963,ESX,G916644,ATW,FEB,PT
56964,ESX,Q232606,ATW,SEP,FT
56965,DHU,V928976,ATW,SEP,PT
56966,AOO,V395996,BTW,JAN,PT
56967,DOI,L342433,ATW,APR,FT
56968,LNX,X716554,ATW,SEP,PT
56969,DOI,Z349345,ATW,MAY,PT
56970,DOI,X406990,BTW,FEB,FT
56971,YTE,C886720,ATW,AUG,PT
56972,NLG,E887410,ATW,MAR,FT
56973,YTE,N094863,ATW,JAN,PT
56974,BJZ,H229445,ADM,JUL,PT
56975,YTE,M458538,BTW,OCT,PT
56976,ESX,B514165,BTW,JUL,FT
56977,QCU,D250336,BTW,FEB,FT
56978,ESO,V371236,ATW,OCT,PT
56979,OZG,G654159,BTW,MAY,PT
56980,AOO,Q486375,ATW,MAR,PT
56981,ACJ,Y478371,BTW,JUN,FT
56982,ULO,S773262,BTW,MAR,FT
56983,GDP,W551033,ATW,APR,FT
56984,ESX,F614144,ATW,JUL,PT
56985,ACJ,C804374,BTW,MAR,PT
56986,ULO,A000801,BTW,OCT,PT
56987,ULO,C063496,ATW,AUG,FT
56988,AOO,W612751,ATW,JUN,PT
56989,GDP,L131425,ATW,JUN,PT
56990,OZG,A334721,ATW,MAY,PT
56991,YTE,J365595,BTW,APR,PT
56992,BJZ,V548837,BTW,OCT,FT
56993,BJZ,R498058,BTW,JAN,PT
56994,GDP,X291918,ATW,DEC,PT
56995,AOO,Y701761,ATW,JAN,PT
56996,ESX,W119429,ATW,NOV,FT
56997,LNX,F044143,ATW,FEB,FT
56998,AHS,R871741,ATW,OCT,PT
56999,QCU,Z352941,ATW,JAN,PT
57000,CLD,R899270,BTW,SEP,FT
57001,AOO,O707601,BTW,FEB,PT
57002,NLG,D814809,ATW,MAR,FT
57003,BJZ,R885498,BTW,SEP,PT
57004,DOI,O094336,ADM,OCT,PT
57005,DOI,W326165,ADM,AUG,FT
57006,ESX,Y999368,ATW,JUN,PT
57007,AHS,V589195,BTW,MAR,PT
57008,DOI,D340317,ATW,APR,PT
57009,BJZ,Z175199,ATW,AUG,FT
57010,DOI,T240820,ATW,NOV,PT
57011,CLD,E558017,ATW,NOV,PT
57012,YTE,A095822,BTW,OCT,PT
57013,YTE,W851276,BTW,AUG,PT
57014,ULO,U854138,BTW,FEB,PT
57015,BJZ,N683857,BTW,MAY,FT
57016,AHS,Q386521,ATW,FEB,PT
57017,ULO,D573555,ATW,APR,FT
57018,ACJ,C963935,BTW,SEP,PT
57019,NLG,K665347,ADM,DEC,PT
57020,AHS,H649241,BTW,FEB,PT
57021,BJZ,C395829,BTW,MAY,FT
57022,DHU,R665575,BTW,NOV,PT
57023,GDP,Q491357,ATW,MAY,FT
57024,NLG,O471654,BTW,APR,PT
57025,ACJ,O514537,ATW,NOV,PT
57026,DHU,C333094,BTW,MAY,PT
57027,DHU,Y181201,ATW,MAR,FT
57028,BJZ,P523511,ATW,SEP,FT
57029,DOI,D233177,ATW,MAR,FT
57030,ESX,E516487,BTW,JAN,PT
57031,AHS,J015364,ATW,NOV,PT
57032,DHU,B855391,BTW,OCT,PT
57033,LNX,Z125611,BTW,JUN,PT
57034,LNX,E912302,BTW,JUL,PT
57035,CLD,P885323,BTW,OCT,FT
57036,ESO,S299128,BTW,NOV,FT
57037,ACJ,Y083411,BTW,APR,FT
57038,ESO,X263828,ATW,FEB,FT
57039,LNX,Q544627,BTW,FEB,PT
57040,QCU,F829736,ADM,AUG,PT
57041,BJZ,J791081,ATW,JAN,PT
57042,ACJ,Y430360,BTW,OCT,PT
57043,AHS,M726099,BTW,MAY,PT
57044,ACJ,N534464,ADM,OCT,FT
57045,NLG,T163439,BTW,NOV,PT
57046,BJZ,E661112,BTW,APR,PT
57047,AHS,U582923,ATW,JAN,PT
57048,OZG,G121654,ATW,APR,PT
57049,AHS,L956636,BTW,JUN,PT
57050,GDP,F604633,ATW,AUG,PT
57051,DOI,G681134,ATW,MAR,PT
57052,AHS,F434631,ADM,DEC,PT
57053,LNX,F245495,ATW,JUL,PT
57054,QCU,G747884,ATW,APR,PT
57055,ESO,J021937,ATW,MAY,PT
57056,NLG,W009898,BTW,OCT,PT
57057,AOO,Y007609,ATW,MAR,PT
57058,ACJ,A304772,BTW,OCT,PT
57059,YTE,A368001,BTW,JAN,PT
57060,AHS,M028592,ATW,JUL,PT
57061,LNX,M586367,ATW,OCT,PT
57062,QCU,F797134,BTW,JAN,PT
57063,DOI,E936346,BTW,AUG,PT
57064,LNX,X147651,BTW,FEB,PT
57065,BJZ,T298712,ADM,JAN,PT
57066,DHU,K941516,BTW,OCT,PT
57067,LNX,J609510,BTW,NOV,PT
57068,ESX,E150889,ADM,JUN,FT
57069,GDP,L612056,ATW,JUN,PT
57070,DHU,L953216,BTW,OCT,PT
57071,ESO,G605109,ADM,OCT,PT
57072,OZG,Z441778,BTW,APR,PT
57073,BJZ,X034589,BTW,MAY,PT
57074,ULO,Y141994,BTW,AUG,PT
57075,AHS,K670199,BTW,JUL,PT
57076,ESO,H628213,BTW,JAN,PT
57077,OZG,I958235,ATW,SEP,PT
57078,QCU,L940859,ATW,SEP,PT
57079,ESX,I988320,BTW,OCT,FT
57080,QCU,D213660,BTW,OCT,PT
57081,OZG,G950453,ATW,MAY,FT
57082,DOI,G717587,BTW,MAR,PT
57083,OZG,S033216,ATW,MAR,FT
57084,ACJ,K969278,ATW,SEP,PT
57085,ESX,P302632,ATW,FEB,FT
57086,GDP,X396842,ADM,SEP,FT
57087,AOO,T983269,ATW,DEC,FT
57088,DOI,Y178824,ATW,JAN,PT
57089,YTE,E726815,ATW,MAR,FT
57090,QCU,T545096,BTW,NOV,FT
57091,YTE,L534408,ADM,JUN,PT
57092,QCU,C569791,ATW,OCT,PT
57093,ACJ,R700097,ADM,SEP,PT
57094,ACJ,Z471338,BTW,FEB,FT
57095,ULO,V188722,ATW,MAR,PT
57096,LNX,V698224,BTW,SEP,PT
57097,QCU,A655163,ATW,NOV,PT
57098,ESO,P082000,ATW,FEB,FT
57099,AOO,P621208,ATW,NOV,PT
57100,ULO,E153642,ATW,APR,PT
57101,AHS,N954626,BTW,AUG,FT
57102,AHS,P642368,BTW,JUL,PT
57103,NLG,Y600729,ADM,JUN,FT
57104,DOI,W279504,ATW,MAR,FT
57105,YTE,H334842,ATW,NOV,PT
57106,LNX,H550149,ADM,JAN,FT
57107,ESX,Y468731,ATW,AUG,PT
57108,ESX,N371440,BTW,AUG,FT
57109,AOO,S468475,ADM,FEB,PT
57110,LNX,R342781,ATW,SEP,PT
57111,QCU,Y449854,ATW,SEP,PT
57112,NLG,A044424,ATW,NOV,PT
57113,LNX,N563161,ATW,OCT,PT
57114,BJZ,S260681,BTW,FEB,FT
57115,ESX,I265576,ADM,FEB,PT
57116,AOO,S624888,BTW,APR,PT
57117,AOO,L442321,ATW,JAN,FT
57118,AOO,H184854,BTW,SEP,PT
57119,ESO,K171018,ATW,JUN,FT
57120,ESX,D546413,ATW,MAY,PT
57121,LNX,Q404089,BTW,FEB,PT
57122,GDP,S449868,BTW,JAN,FT
57123,NLG,G338005,ATW,SEP,PT
57124,BJZ,B884579,ATW,NOV,FT
57125,DOI,V528276,ADM,OCT,PT
57126,QCU,E142105,BTW,JUL,FT
57127,CLD,A919491,BTW,JUN,PT
57128,DHU,W931387,BTW,APR,PT
57129,ESX,Y886736,BTW,DEC,PT
57130,BJZ,E736553,BTW,AUG,PT
57131,CLD,S730113,ATW,JUN,FT
57132,AOO,G307148,BTW,OCT,PT
57133,CLD,F223081,ATW,MAR,PT
57134,ACJ,X391005,BTW,NOV,FT
57135,YTE,U218035,BTW,FEB,PT
57136,DHU,E054714,BTW,APR,FT
57137,BJZ,S915637,ATW,JUL,PT
57138,ACJ,R552794,BTW,DEC,PT
57139,OZG,M283096,BTW,DEC,PT
57140,AOO,L372099,BTW,DEC,FT
57141,DOI,Q567355,BTW,MAY,PT
57142,LNX,K651973,BTW,JUL,PT
57143,ACJ,X687297,ATW,JUN,PT
57144,AOO,V020647,BTW,JUN,PT
57145,ACJ,W297696,BTW,NOV,PT
57146,NLG,E700988,BTW,JUL,FT
57147,LNX,G435384,BTW,FEB,PT
57148,BJZ,Z657978,ATW,DEC,PT
57149,AHS,J743929,BTW,DEC,PT
57150,LNX,F948500,BTW,AUG,FT
57151,YTE,E345806,ADM,JUL,PT
57152,CLD,A707215,BTW,DEC,PT
57153,LNX,R046201,ATW,JAN,FT
57154,ACJ,W537856,ATW,MAY,PT
57155,YTE,Z786019,BTW,NOV,PT
57156,ULO,H746241,BTW,SEP,FT
57157,GDP,L958159,ATW,OCT,PT
57158,DHU,D838098,ATW,APR,PT
57159,ESO,H908604,ATW,SEP,PT
57160,ESX,N821977,BTW,FEB,PT
57161,GDP,Q737091,BTW,SEP,PT
57162,ACJ,O664921,BTW,APR,FT
57163,ACJ,F225037,BTW,JUL,PT
57164,CLD,K095835,ATW,JUL,PT
57165,AOO,R581266,BTW,SEP,PT
57166,AOO,F971076,BTW,AUG,FT
57167,ESX,E727286,BTW,MAY,PT
57168,GDP,H351799,BTW,MAY,FT
57169,ACJ,U942289,BTW,FEB,PT
57170,DHU,F851938,BTW,JUN,PT
57171,ESX,G977517,ATW,MAY,PT
57172,YTE,J983055,BTW,JUN,PT
57173,ULO,W775401,ADM,MAY,PT
57174,AOO,S295833,BTW,JUL,FT
57175,ESO,Y818328,BTW,MAR,PT
57176,ULO,D184884,BTW,FEB,PT
57177,LNX,C521299,ADM,SEP,FT
57178,ESX,M817611,BTW,MAY,FT
57179,BJZ,D749357,BTW,JAN,PT
57180,DHU,X484672,ATW,NOV,PT
57181,DHU,V444475,ATW,JUN,FT
57182,YTE,C684967,ATW,OCT,PT
57183,NLG,S306333,BTW,NOV,PT
57184,ULO,E943011,ATW,APR,PT
57185,LNX,V572812,ATW,JUL,PT
57186,ESX,R239724,ADM,AUG,PT
57187,DHU,U538949,ATW,APR,PT
57188,DOI,C122104,BTW,JAN,FT
57189,ESX,I662233,ADM,JAN,PT
57190,DOI,C644839,BTW,MAY,PT
57191,ULO,Q431512,ADM,MAR,PT
57192,AOO,O274051,ADM,APR,FT
57193,DOI,E734244,BTW,APR,FT
57194,AHS,F041985,BTW,SEP,PT
57195,AOO,Q117553,BTW,MAR,PT
57196,DOI,X292028,ATW,MAY,FT
57197,ULO,L826932,BTW,AUG,FT
57198,DOI,I386021,ATW,MAR,PT
57199,AHS,T221034,BTW,AUG,PT
57200,DOI,B590719,ATW,NOV,PT
57201,ULO,J445470,ATW,JAN,PT
57202,AHS,B831317,BTW,APR,PT
57203,ULO,I997533,BTW,SEP,PT
57204,AHS,X003985,BTW,NOV,PT
57205,YTE,W705930,BTW,JUN,PT
57206,LNX,O406090,BTW,MAR,FT
57207,ACJ,U237853,BTW,MAR,FT
57208,YTE,L783502,ATW,OCT,PT
57209,NLG,S836374,ATW,APR,PT
57210,ESX,D510129,ATW,FEB,PT
57211,NLG,N259842,ATW,NOV,FT
57212,GDP,L080729,BTW,NOV,PT
57213,ESO,O114366,BTW,SEP,PT
57214,DHU,J571755,ATW,AUG,FT
57215,NLG,B610280,ATW,JUL,PT
57216,ULO,N083508,BTW,SEP,PT
57217,LNX,R752875,ATW,MAY,FT
57218,QCU,V158246,ATW,NOV,PT
57219,NLG,R993873,BTW,JUL,PT
57220,ESX,U162727,ATW,MAR,FT
57221,BJZ,R702556,ATW,AUG,PT
57222,DHU,W902359,ATW,JUL,PT
57223,OZG,K732023,ATW,MAY,FT
57224,OZG,N535972,ATW,DEC,FT
57225,DHU,Z625442,ATW,JAN,PT
57226,CLD,A948581,ATW,AUG,PT
57227,BJZ,T021534,ATW,AUG,PT
57228,ULO,U218067,ATW,SEP,PT
57229,NLG,J596616,ATW,AUG,PT
57230,ESO,Z933934,ATW,NOV,PT
57231,QCU,P208711,ATW,OCT,FT
57232,ACJ,Z188957,BTW,OCT,FT
57233,AHS,K328937,ATW,JUN,FT
57234,LNX,P508717,ATW,NOV,PT
57235,ULO,S926346,ADM,JUN,PT
57236,ULO,M535135,ATW,JUN,FT
57237,CLD,W534573,BTW,JUN,FT
57238,ULO,W284972,BTW,AUG,PT
57239,ACJ,U764046,ATW,AUG,PT
57240,ESX,B502344,BTW,NOV,PT
57241,LNX,D326005,BTW,APR,PT
57242,BJZ,J050797,ADM,NOV,PT
57243,ESO,Y262385,BTW,MAY,PT
57244,DOI,I802069,ATW,JUN,PT
57245,QCU,U677064,BTW,SEP,PT
57246,CLD,V228365,ATW,APR,PT
57247,GDP,U636887,ADM,APR,PT
57248,LNX,F079133,ATW,OCT,PT
57249,ACJ,C124239,ATW,MAR,PT
57250,DHU,R205080,ATW,AUG,PT
57251,ESX,G069439,ATW,APR,PT
57252,OZG,L213914,BTW,MAR,PT
57253,GDP,P166451,ATW,SEP,PT
57254,ACJ,M413998,BTW,MAR,PT
57255,CLD,K203121,BTW,FEB,PT
57256,GDP,P760965,BTW,SEP,PT
57257,ESX,P883537,ATW,DEC,FT
57258,DOI,K325078,ADM,FEB,PT
57259,DHU,M977844,ATW,NOV,PT
57260,CLD,S796558,BTW,SEP,FT
57261,ESX,L145210,BTW,JUN,PT
57262,LNX,A811129,BTW,JUL,FT
57263,ULO,E058070,ATW,APR,FT
57264,AHS,K888844,BTW,MAY,FT
57265,ULO,F863436,BTW,MAR,PT
57266,AHS,Q686690,BTW,AUG,PT
57267,LNX,Y485636,BTW,AUG,PT
57268,LNX,P305771,BTW,FEB,PT
57269,ULO,U743087,ATW,MAR,PT
57270,LNX,K780868,ATW,MAR,PT
57271,DOI,B940722,ATW,DEC,PT
57272,ESO,N481219,BTW,DEC,PT
57273,GDP,I480428,BTW,DEC,PT
57274,ULO,C122233,BTW,SEP,PT
57275,ACJ,C120371,ADM,OCT,PT
57276,ESO,G815907,BTW,MAY,PT
57277,DHU,H251950,ATW,JUN,PT
57278,AOO,I737000,BTW,NOV,PT
57279,DHU,M483850,ATW,JAN,FT
57280,NLG,R550589,BTW,JUL,PT
57281,DOI,X054438,ATW,FEB,PT
57282,AHS,D836591,BTW,MAY,PT
57283,BJZ,I829855,ATW,SEP,FT
57284,QCU,F362704,BTW,APR,FT
57285,QCU,L782572,BTW,MAY,PT
57286,QCU,B561548,ATW,DEC,PT
57287,BJZ,X188310,ATW,APR,FT
57288,QCU,A102619,ATW,DEC,FT
57289,ESX,K306660,BTW,JUN,FT
57290,OZG,C644595,ATW,JUN,PT
57291,QCU,S571091,ADM,MAR,PT
57292,QCU,D853585,BTW,AUG,PT
57293,ESO,L843557,ATW,JUN,PT
57294,LNX,L538858,ATW,JAN,FT
57295,YTE,S395940,BTW,FEB,PT
57296,LNX,W706641,BTW,DEC,PT
57297,DHU,J880545,ATW,OCT,PT
57298,QCU,Z417897,ADM,JAN,PT
57299,DHU,Z505844,BTW,OCT,PT
57300,ESO,P073548,ADM,MAY,PT
57301,NLG,O440392,BTW,APR,FT
57302,AOO,Q045372,BTW,MAR,FT
57303,ACJ,V301332,BTW,NOV,FT
57304,DOI,L801326,ATW,OCT,PT
57305,DOI,Y041270,BTW,JUN,FT
57306,ESX,F526173,BTW,MAY,FT
57307,AHS,K539264,BTW,SEP,PT
57308,NLG,A379303,ATW,JUL,FT
57309,DHU,T719973,BTW,JUN,FT
57310,DHU,K946884,BTW,AUG,FT
57311,AOO,D912059,BTW,JUN,PT
57312,ACJ,K770789,BTW,MAR,PT
57313,ESX,J246121,BTW,JUL,PT
57314,ESX,L843465,BTW,JUN,FT
57315,CLD,J713943,ATW,FEB,PT
57316,BJZ,C663797,ATW,DEC,PT
57317,AOO,F315086,BTW,FEB,PT
57318,LNX,A951293,ATW,OCT,FT
57319,BJZ,W009685,ATW,MAR,PT
57320,DOI,G124593,ATW,AUG,FT
57321,YTE,A390320,BTW,JAN,PT
57322,LNX,O572157,ADM,AUG,PT
57323,CLD,U096596,BTW,SEP,PT
57324,OZG,K760112,BTW,SEP,FT
57325,CLD,G154284,ATW,JAN,PT
57326,ESX,U366414,ATW,OCT,PT
57327,QCU,X076887,ATW,MAR,FT
57328,ULO,P264727,ATW,DEC,PT
57329,AOO,X790766,BTW,AUG,PT
57330,OZG,X446244,ATW,APR,PT
57331,ACJ,A348091,ATW,DEC,PT
57332,AHS,A694707,BTW,FEB,PT
57333,AOO,S489482,ADM,MAR,PT
57334,OZG,Y661955,BTW,DEC,PT
57335,ULO,V974450,BTW,MAR,FT
57336,DHU,W255854,ATW,FEB,PT
57337,YTE,N479553,ATW,JUN,PT
57338,NLG,Z377610,ADM,FEB,PT
57339,LNX,B638401,BTW,OCT,PT
57340,ESO,J780518,BTW,SEP,FT
57341,ULO,B818878,ATW,MAY,PT
57342,NLG,E612701,ATW,AUG,PT
57343,DOI,X665586,BTW,NOV,FT
57344,ACJ,W667965,ADM,SEP,PT
57345,OZG,Z522195,BTW,JUN,PT
57346,LNX,D535426,BTW,NOV,PT
57347,ESO,J754644,BTW,OCT,PT
57348,CLD,M195128,BTW,JUN,PT
57349,QCU,P906885,ATW,MAY,FT
57350,DHU,M539081,BTW,SEP,PT
57351,YTE,S468787,BTW,MAR,PT
57352,GDP,S813360,ATW,MAR,PT
57353,YTE,G327904,BTW,OCT,PT
57354,LNX,C318182,ATW,JAN,PT
57355,ULO,P821280,BTW,MAY,PT
57356,ULO,K433102,BTW,AUG,FT
57357,ESO,M245201,ATW,JUL,PT
57358,BJZ,U160218,ATW,MAR,PT
57359,BJZ,G448650,BTW,JUL,PT
57360,ESO,U428164,ATW,DEC,PT
57361,OZG,X687967,BTW,JAN,FT
57362,NLG,G881215,ATW,JUL,PT
57363,OZG,R664302,ATW,SEP,PT
57364,QCU,K876909,BTW,JUL,PT
57365,AOO,O488297,ATW,MAR,FT
57366,DHU,B465835,ATW,MAR,FT
57367,ESX,R161967,ATW,MAY,FT
57368,ACJ,P162521,BTW,JAN,FT
57369,BJZ,Z361383,ATW,MAY,FT
57370,BJZ,B545898,ATW,AUG,PT
57371,ACJ,O123928,ATW,AUG,PT
57372,NLG,B462274,ATW,JUN,PT
57373,LNX,G037246,BTW,JAN,PT
57374,YTE,J299446,ATW,MAY,PT
57375,AHS,O845227,ATW,MAR,PT
57376,AHS,R591616,ATW,DEC,PT
57377,NLG,D585133,BTW,DEC,FT
57378,GDP,J934153,BTW,MAR,FT
57379,OZG,Z033124,BTW,MAY,PT
57380,BJZ,A143880,ATW,JUN,FT
57381,AHS,U045564,ATW,MAY,PT
57382,DOI,N436106,ATW,JUL,PT
57383,ULO,F639268,BTW,JAN,PT
57384,BJZ,J443121,ATW,MAR,PT
57385,ULO,I160727,ATW,FEB,PT
57386,CLD,A740998,ATW,JUN,PT
57387,AOO,Q428719,ATW,APR,FT
57388,OZG,G572510,BTW,JAN,PT
57389,CLD,D775124,ADM,FEB,PT
57390,ULO,V369565,BTW,JUN,FT
57391,ESO,X570953,ADM,DEC,PT
57392,OZG,R221535,ATW,FEB,PT
57393,AOO,C962871,ADM,APR,PT
57394,LNX,G256540,ATW,NOV,FT
57395,CLD,T302395,ATW,SEP,PT
57396,AHS,S285920,BTW,DEC,PT
57397,DHU,A366410,BTW,JUN,FT
57398,YTE,R132253,ATW,OCT,PT
57399,NLG,R402528,BTW,SEP,FT
57400,OZG,T865331,ADM,MAY,PT
57401,DHU,C632770,ATW,OCT,FT
57402,GDP,V548818,ATW,JUN,PT
57403,AOO,K871981,ATW,DEC,PT
57404,YTE,J380043,ATW,OCT,PT
57405,OZG,K126413,ATW,SEP,FT
57406,YTE,U191455,BTW,OCT,FT
57407,DHU,V259577,ATW,APR,PT
57408,DOI,Z955304,BTW,FEB,FT
57409,ACJ,Y093940,ATW,FEB,PT
57410,LNX,R974542,BTW,AUG,PT
57411,DOI,W498743,ATW,APR,FT
57412,YTE,U311838,ATW,MAR,PT
57413,ACJ,R937120,ADM,FEB,FT
57414,BJZ,E942058,ATW,OCT,FT
57415,DHU,W954041,BTW,DEC,PT
57416,ESO,T495999,BTW,MAR,PT
57417,DHU,Z822421,BTW,OCT,PT
57418,DOI,U328653,BTW,SEP,PT
57419,ESO,M266233,ATW,JUN,PT
57420,BJZ,P746354,ATW,APR,PT
57421,GDP,C784323,BTW,OCT,PT
57422,ACJ,T447155,BTW,FEB,PT
57423,AHS,J581314,ATW,JUL,PT
57424,LNX,N957382,BTW,MAY,FT
57425,AOO,W499209,BTW,JUL,PT
57426,NLG,M754784,ATW,JUL,FT
57427,ACJ,V780520,ADM,APR,PT
57428,QCU,V877110,BTW,FEB,FT
57429,AOO,U363248,BTW,AUG,PT
57430,NLG,Y271685,ATW,JAN,PT
57431,ULO,J407470,ADM,APR,PT
57432,DHU,K388622,ATW,DEC,PT
57433,DHU,W019712,BTW,JAN,PT
57434,BJZ,T064129,BTW,JUL,FT
57435,NLG,L691528,BTW,JAN,PT
57436,AOO,W237940,BTW,AUG,PT
57437,DHU,M735127,ATW,DEC,FT
57438,AOO,I430944,ATW,JAN,PT
57439,AOO,D484412,ATW,DEC,PT
57440,ACJ,Z167041,ATW,NOV,FT
57441,CLD,S716190,ATW,OCT,PT
57442,DHU,S067071,ATW,JUN,PT
57443,CLD,A435382,BTW,SEP,PT
